Full.Journal.Title	1997	1997_SCIE_SSCI	1998	1998_SCIE_SSCI	1999	1999_SCIE_SSCI	2000	2000_SCIE_SSCI	2001	2001_SCIE_SSCI	2002	2002_SCIE_SSCI	2003	2003_SCIE_SSCI	2004	2004_SCIE_SSCI	2005	2005_SCIE_SSCI	2006	2006_SCIE_SSCI	2007	2007_SCIE_SSCI	2008	2008_SCIE_SSCI	2009	2009_SCIE_SSCI	2010	2010_SCIE_SSCI	2011	2011_SCIE_SSCI	2012	2012_SCIE_SSCI	2013	2013_SCIE_SSCI	2014	2014_SCIE_SSCI	2015	2015_SCIE_SSCI	2016	2016_SCIE_SSCI	2017	2017_SCIE_SSCI
ai edam-artificial intelligence for engineering design analysis and manufac	NA	NA	NA	104	NA	79	NA	102	NA	126	NA	145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
jom-journal of the minerals metals & materials society	NA	NA	NA	1395	NA	1366	NA	1389	NA	1505	NA	1453	NA	1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zeitschrift fur pflanzenkrankheiten und pflanzenschutz-journal of plant dis	NA	NA	NA	433	NA	415	NA	564	NA	467	NA	459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of biological physics	NA	NA	NA	71	NA	103	NA	109	NA	129	NA	136	NA	219	NA	281	NA	301	NA	298	NA	321	NA	353	NA	447	NA	476	NA	584	NA	543	NA	593	NA	647	NA	641	NA	748	714	714
journal of sport rehabilitation	NA	NA	NA	106	NA	173	NA	193	NA	167	NA	247	NA	223	NA	201	NA	214	NA	242	NA	258	NA	287	NA	336	NA	388	NA	425	NA	530	NA	561	NA	691	NA	930	NA	981	1189	1189
pharmazeutische industrie	NA	NA	NA	355	NA	239	NA	259	NA	264	NA	233	NA	208	NA	235	NA	256	NA	184	NA	205	NA	250	NA	166	NA	213	NA	194	NA	196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
invertebrate taxonomy	NA	NA	NA	56	NA	151	NA	176	NA	193	NA	236	NA	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
real-time imaging	NA	NA	NA	46	NA	65	NA	77	NA	97	NA	107	NA	160	NA	143	NA	203	NA	266	NA	284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
echocardiography-a journal of cardiovascular ultrasound and allied techniqu	NA	NA	NA	529	NA	428	NA	451	NA	459	NA	542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
precision engineering-journal of the american society for precision enginee	NA	NA	NA	199	NA	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
schmerz	NA	NA	NA	138	NA	203	NA	164	NA	181	NA	221	NA	245	NA	277	NA	306	NA	375	NA	398	NA	508	NA	619	NA	509	NA	562	NA	659	NA	657	NA	599	NA	738	NA	732	816	816
computational and theoretical polymer science	NA	NA	NA	26	NA	75	NA	119	NA	212	NA	246	NA	206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nephrology	NA	NA	NA	176	NA	226	NA	203	NA	192	NA	157	NA	161	NA	163	NA	276	NA	454	NA	620	NA	816	NA	978	NA	1082	NA	1373	NA	1697	NA	1686	NA	2088	NA	2218	NA	2499	3115	3115
rairo-mathematical modelling and numerical analysis-modelisation mathematiq	NA	NA	NA	267	NA	256	NA	326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
at&t technical journal	NA	NA	NA	2176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of the society of cosmetic chemists	NA	NA	NA	477	NA	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of the royal college of surgeons of edinburgh	NA	NA	NA	572	NA	633	NA	631	NA	718	NA	696	NA	704	NA	764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
international journal of numerical modelling-electronic networks devices an	NA	NA	NA	58	NA	125	NA	121	NA	133	NA	157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
biomedical and environmental sciences	NA	NA	NA	212	NA	318	NA	359	NA	332	NA	390	NA	387	NA	416	NA	487	NA	542	NA	611	NA	702	NA	739	NA	847	NA	922	NA	1053	NA	1343	NA	1543	NA	1663	NA	1825	2001	2001
methods in molecular and cellular biology	NA	NA	NA	138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
comptes rendus de l academie des sciences serie ii fascicule b-mecanique ph	NA	NA	NA	241	NA	264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
food technology and biotechnology	NA	NA	NA	29	NA	55	68	68	93	93	105	105	138	138	155	155	226	226	300	300	437	437	599	599	749	749	827	827	1097	1097	1121	1121	1286	1286	1512	1512	1549	1549	1595	1595	1774	1774
visual cognition	NA	NA	NA	89	NA	132	NA	119	NA	434	NA	554	NA	678	NA	675	NA	764	NA	1089	NA	1157	NA	1429	NA	1673	NA	1794	NA	1920	NA	1758	NA	2081	NA	2125	NA	1942	NA	2025	2269	2269
nuovo cimento della societa italiana di fisica d-condensed matter atomic mo	NA	NA	NA	688	NA	758	NA	609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
environmental carcinogenesis & ecotoxicology reviews-part c of journal of e	NA	NA	NA	86	NA	76	NA	88	NA	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
food and bioproducts processing	NA	NA	NA	110	NA	116	NA	107	NA	126	NA	144	NA	198	NA	176	NA	200	NA	255	NA	272	NA	275	NA	433	NA	508	NA	759	NA	968	NA	1377	NA	1710	NA	2177	NA	2417	3356	3356
strength and conditioning	NA	NA	NA	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
international journal of neuroradiology	NA	NA	NA	72	NA	103	NA	70	NA	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
functional neurology	NA	NA	NA	240	NA	279	NA	263	NA	279	NA	315	NA	327	NA	336	NA	324	NA	319	NA	322	NA	390	NA	418	NA	483	NA	459	NA	451	NA	546	NA	NA	NA	NA	NA	NA	NA	NA
acta parasitologica	NA	NA	NA	208	NA	209	NA	203	NA	247	NA	305	NA	243	NA	338	NA	362	NA	420	NA	475	NA	472	NA	615	NA	693	NA	633	NA	674	NA	758	NA	822	NA	945	NA	1106	1185	1185
journal of environmental science and health part a-toxic/hazardous substanc	NA	NA	NA	511	NA	660	NA	632	NA	667	NA	780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
polymers & polymer composites	NA	NA	NA	104	NA	143	NA	148	NA	173	NA	174	NA	179	NA	229	NA	228	NA	278	NA	290	NA	310	NA	318	NA	339	NA	336	NA	315	NA	380	NA	335	NA	317	NA	359	512	512
environmental and ecological statistics	NA	NA	NA	54	NA	76	NA	111	NA	122	NA	174	NA	196	NA	232	NA	285	NA	288	NA	304	NA	365	NA	472	NA	540	NA	592	NA	637	NA	742	NA	672	NA	740	NA	786	818	818
environmetrics	NA	NA	NA	147	NA	208	NA	229	NA	214	NA	314	NA	349	NA	372	NA	466	NA	484	NA	585	NA	715	NA	828	NA	841	NA	1037	NA	1074	NA	1283	NA	1392	NA	1401	NA	1683	1644	1644
adapted physical activity quarterly	NA	NA	NA	140	NA	294	NA	302	NA	357	NA	421	NA	464	NA	313	NA	330	NA	429	NA	431	NA	409	NA	495	NA	485	NA	611	NA	616	NA	692	NA	650	NA	646	NA	725	1037	1037
economic theory	NA	NA	NA	264	NA	324	NA	342	NA	375	NA	455	NA	464	NA	473	NA	548	NA	693	NA	748	NA	1127	NA	1436	NA	1279	NA	1273	NA	1578	NA	1849	NA	1838	NA	1953	NA	1908	2028	2028
high temperature and materials science	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of biochemistry and molecular biology	NA	NA	NA	124	NA	238	NA	245	NA	319	NA	290	NA	337	NA	523	NA	581	NA	730	NA	1128	NA	1298	NA	1394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of evolutionary economics	NA	NA	NA	81	NA	110	NA	95	NA	139	NA	159	NA	203	NA	183	NA	257	NA	244	NA	333	NA	465	NA	665	NA	620	NA	598	NA	616	NA	816	NA	912	NA	821	NA	1016	1375	1375
journal of brain research-journal fur hirnforschung	NA	NA	NA	88	NA	124	NA	154	NA	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pci journal	NA	NA	NA	156	NA	138	NA	204	NA	135	NA	209	NA	228	NA	180	NA	227	NA	250	NA	471	NA	283	NA	265	NA	269	NA	NA	NA	381	NA	507	NA	557	NA	607	NA	808	913	913
swine health and production	NA	NA	NA	77	NA	134	NA	177	NA	185	NA	219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cardiovascular risk factors	NA	NA	NA	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
science and engineering of composite materials	NA	NA	NA	40	NA	46	NA	48	NA	41	NA	50	NA	31	NA	48	NA	62	NA	70	NA	49	NA	58	NA	64	NA	67	NA	42	NA	97	NA	123	NA	140	NA	171	NA	239	297	297
british corrosion journal	NA	NA	NA	418	NA	418	NA	443	NA	388	NA	597	NA	541	NA	538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of strength and conditioning research	NA	NA	NA	150	NA	220	NA	279	NA	328	NA	465	NA	620	NA	825	NA	1192	NA	1486	NA	1881	NA	1681	NA	4438	NA	5573	NA	6018	NA	7037	NA	8575	NA	10478	NA	11507	NA	13116	15510	15510
micro	NA	NA	NA	37	NA	49	NA	73	NA	48	NA	72	NA	94	NA	71	NA	67	NA	70	NA	63	NA	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
indian journal of chemistry section a-inorganic bio-inorganic physical theo	NA	NA	NA	1410	NA	1382	NA	1353	NA	1668	NA	1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
research in engineering design-theory applications and concurrent engineeri	NA	NA	NA	46	NA	64	NA	145	NA	182	NA	184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nachrichten aus chemie technik und laboratorium	NA	NA	NA	275	NA	229	NA	207	NA	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
critical reviews in biomedical engineering	NA	NA	NA	457	NA	452	NA	503	NA	492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
drug news & perspectives	NA	NA	NA	209	NA	224	NA	256	NA	229	NA	230	NA	245	NA	382	NA	516	NA	691	NA	723	NA	734	NA	788	NA	855	NA	941	NA	887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
comptes rendus de l academie des sciences serie ii fascicule a-sciences de	NA	NA	NA	302	NA	479	NA	580	NA	698	NA	823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
indian journal of chemistry section b-organic chemistry including medicinal	NA	NA	NA	1523	NA	1686	NA	1714	NA	1822	NA	2086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of polymer materials	NA	NA	NA	152	NA	186	NA	222	NA	226	NA	198	NA	212	NA	202	NA	233	NA	233	NA	286	NA	283	NA	282	NA	261	NA	224	NA	179	NA	185	NA	239	NA	199	NA	195	223	223
genetic counseling	NA	NA	NA	140	NA	190	NA	261	NA	258	NA	308	NA	339	NA	298	NA	375	NA	319	NA	418	NA	402	NA	404	NA	377	NA	385	NA	396	NA	360	NA	358	NA	368	NA	314	343	343
nuovo cimento della societa italiana di fisica b-general physics relativity	NA	NA	NA	830	NA	890	NA	879	NA	908	NA	983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
korea polymer journal	NA	NA	NA	43	NA	73	NA	108	NA	139	NA	183	NA	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eeg-emg-zeitschrift fur elektroenzephalographie elektromyographie und verwa	NA	NA	NA	204	NA	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of clean technology environmental toxicology and occupational medic	NA	NA	NA	20	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
technology analysis & strategic management	NA	NA	NA	78	NA	101	NA	96	NA	147	NA	167	NA	195	NA	187	NA	206	NA	250	NA	360	NA	452	NA	576	NA	680	NA	726	NA	960	NA	934	NA	1041	NA	1100	NA	1636	1932	1932
agricultural economics	NA	NA	NA	126	NA	144	NA	176	NA	190	NA	273	NA	361	NA	373	NA	388	NA	601	NA	693	NA	777	NA	973	NA	1182	NA	1186	NA	1284	NA	1500	NA	1724	NA	2021	NA	2411	3036	3036
veterinary & comparative ophthalmology	NA	NA	NA	64	NA	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of sport management	NA	NA	NA	56	NA	63	NA	37	NA	64	NA	54	NA	63	NA	101	NA	138	NA	159	NA	108	NA	249	NA	286	NA	357	NA	465	NA	427	NA	504	NA	633	NA	910	NA	1294	1672	1672
lasers in engineering	NA	NA	NA	38	NA	98	NA	84	NA	72	NA	79	NA	61	NA	76	NA	84	NA	78	NA	83	NA	98	NA	97	NA	100	NA	72	NA	115	NA	118	NA	101	NA	103	NA	158	215	215
world health forum	NA	NA	NA	216	NA	229	NA	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
advances in experimental medicine and biology	NA	NA	NA	4947	NA	5289	NA	6050	NA	NA	NA	NA	NA	NA	NA	7631	NA	7631	NA	7720	NA	7609	NA	NA	NA	9103	NA	9793	NA	10020	NA	11905	NA	13726	NA	14136	NA	14271	NA	14818	16931	16931
japanese journal of veterinary research	NA	NA	NA	58	NA	87	NA	73	NA	86	NA	84	NA	83	NA	70	NA	83	NA	86	NA	125	NA	133	NA	139	NA	145	NA	161	NA	157	NA	182	NA	197	NA	185	NA	217	253	253
materials science and engineering b-solid state materials for advanced tech	NA	NA	NA	1346	NA	1736	NA	1714	NA	2712	NA	3375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adsorption science & technology	NA	NA	NA	186	NA	194	NA	257	NA	267	NA	397	NA	384	NA	432	NA	443	NA	458	NA	445	NA	554	NA	612	NA	596	NA	590	NA	631	NA	752	NA	743	NA	693	NA	893	895	895
dynamics and control	NA	NA	NA	63	NA	61	NA	72	NA	101	NA	93	NA	111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
applied clay science	NA	NA	NA	242	NA	284	NA	321	NA	469	NA	665	NA	841	NA	1147	NA	1486	NA	1932	NA	2272	NA	2684	NA	3438	NA	4057	NA	5168	NA	5590	NA	7131	NA	8332	NA	9308	NA	11426	13193	13193
environmental engineering science	NA	NA	NA	9	NA	38	NA	53	NA	119	NA	136	NA	201	NA	264	NA	381	NA	476	NA	638	NA	808	NA	1083	NA	1166	NA	1303	NA	1555	NA	1530	NA	1603	NA	1714	NA	2175	2245	2245
journal of athletic training	NA	NA	NA	137	NA	165	NA	231	NA	180	NA	460	NA	417	NA	584	NA	637	NA	821	NA	1069	NA	1363	NA	1885	NA	2119	NA	2278	NA	2741	NA	2909	NA	3335	NA	4232	NA	4678	5590	5590
juvenile and family court journal	NA	NA	NA	88	NA	59	NA	59	NA	49	NA	53	NA	33	NA	57	NA	62	NA	58	NA	54	NA	75	NA	48	NA	46	NA	82	NA	73	NA	80	NA	73	NA	80	NA	124	135	135
south african journal of animal science-suid-afrikaanse tydskrif vir veekun	NA	NA	NA	146	NA	184	NA	198	NA	153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
annales de limnologie-international journal of limnology	NA	NA	NA	176	NA	225	NA	171	NA	226	NA	224	NA	149	NA	240	NA	252	NA	230	NA	266	NA	247	NA	353	NA	331	NA	382	NA	472	NA	469	NA	528	NA	588	NA	642	656	656
international journal of immunopathology and pharmacology	NA	NA	NA	79	NA	111	NA	131	NA	130	NA	315	NA	265	NA	412	NA	448	NA	636	NA	1203	NA	897	NA	1080	NA	1164	NA	1394	NA	NA	NA	1624	NA	1694	NA	1589	NA	1742	1987	1987
cement concrete and aggregates	NA	NA	NA	57	NA	87	NA	101	NA	76	NA	124	NA	86	NA	113	NA	92	NA	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
italian journal of biochemistry	NA	NA	NA	74	NA	79	NA	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
screening	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of the australian mathematical society series a-pure mathematics an	NA	NA	NA	296	NA	300	NA	285	NA	331	NA	326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
polish journal of pharmacology	NA	NA	NA	334	NA	455	NA	410	NA	505	NA	585	NA	595	NA	726	NA	899	NA	844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
electronic journal of theoretical chemistry	NA	NA	NA	18	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
national medical journal of india	NA	NA	NA	108	NA	100	NA	140	NA	179	NA	189	NA	224	NA	239	NA	260	NA	328	NA	363	NA	427	NA	421	NA	436	NA	411	NA	499	NA	498	NA	513	NA	592	NA	706	692	692
canadian journal of agricultural economics-revue canadienne d agroeconomie	NA	NA	NA	208	NA	160	NA	172	NA	180	NA	146	NA	197	NA	134	NA	166	NA	208	NA	224	NA	262	NA	285	NA	322	NA	391	NA	378	NA	391	NA	453	NA	509	NA	625	665	665
notes and records of the royal society of london	NA	NA	NA	65	NA	53	NA	52	NA	76	NA	74	NA	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aktuelle rheumatologie	NA	NA	NA	114	NA	100	NA	127	NA	90	NA	96	NA	93	NA	101	NA	92	NA	82	NA	83	NA	111	NA	84	NA	74	NA	62	NA	67	NA	50	NA	52	NA	39	NA	44	49	49
international journal of microwave and millimeter-wave computer-aided engin	NA	NA	NA	105	NA	110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
materials science research international	NA	NA	NA	46	NA	NA	NA	NA	NA	NA	NA	102	NA	106	NA	147	NA	98	NA	110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
agribiological research-zeitschrift fur agrarbiologie agrikulturchemie okol	NA	NA	NA	89	NA	118	NA	75	NA	119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
match-communications in mathematical and in computer chemistry	NA	NA	NA	105	NA	76	NA	62	NA	186	NA	195	NA	268	NA	232	NA	327	NA	477	NA	742	NA	1078	NA	1363	NA	1677	NA	1420	NA	1295	NA	1442	NA	1491	NA	2277	NA	2347	2239	2239
journal of the american college of toxicology	NA	NA	NA	294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
productions animales	NA	NA	NA	88	NA	119	NA	122	NA	109	NA	101	NA	146	NA	169	NA	154	NA	177	NA	207	NA	217	NA	272	NA	294	NA	303	NA	263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
child neuropsychology	NA	NA	NA	48	NA	112	NA	119	NA	123	NA	139	NA	186	NA	264	NA	360	NA	375	NA	504	NA	656	NA	780	NA	959	NA	1033	NA	1017	NA	1169	NA	1604	NA	1604	NA	1807	2054	2054
integral transforms and special functions	NA	NA	NA	93	NA	69	NA	127	NA	121	NA	133	NA	137	NA	143	NA	174	NA	210	NA	269	NA	343	NA	436	NA	620	NA	661	NA	598	NA	770	NA	676	NA	673	NA	929	1014	1014
neurologist	NA	NA	NA	39	NA	60	NA	66	NA	69	NA	75	NA	75	NA	152	NA	235	NA	326	NA	459	NA	587	NA	688	NA	790	NA	815	NA	914	NA	934	NA	862	NA	874	NA	884	912	912
prostate cancer and prostatic diseases	NA	NA	NA	6	NA	31	NA	103	NA	119	NA	142	NA	223	NA	389	NA	482	NA	606	NA	713	NA	828	NA	912	NA	964	NA	1050	NA	1175	NA	1395	NA	1510	NA	1655	NA	1751	2022	2022
international journal of clinical pharmacology research	NA	NA	NA	227	NA	253	NA	243	NA	239	NA	279	NA	275	NA	261	NA	305	NA	304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of vinyl & additive technology	NA	NA	NA	52	NA	73	NA	67	NA	64	NA	104	NA	119	NA	125	NA	153	NA	185	NA	223	NA	190	NA	261	NA	321	NA	296	NA	398	NA	451	NA	424	NA	513	NA	571	624	624
ieee transactions on components packaging and manufacturing technology part	NA	NA	NA	139	NA	326	NA	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of high speed networks	NA	NA	NA	35	NA	73	NA	80	NA	96	NA	136	NA	159	NA	179	NA	208	NA	209	NA	233	NA	225	NA	239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
experimental heat transfer	NA	NA	NA	70	NA	102	NA	119	NA	131	NA	133	NA	98	NA	138	NA	136	NA	157	NA	189	NA	229	NA	264	NA	275	NA	293	NA	368	NA	390	NA	523	NA	573	NA	823	947	947
science & sports	NA	NA	NA	82	NA	61	NA	82	NA	57	NA	95	NA	98	NA	120	NA	105	NA	112	NA	89	NA	104	NA	140	NA	195	NA	198	NA	231	NA	239	NA	234	NA	286	NA	290	364	364
sport science review	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
