Full.Journal.Title	1997	1997_SCIE_SSCI	1998	1998_SCIE_SSCI	1999	1999_SCIE_SSCI	2000	2000_SCIE_SSCI	2001	2001_SCIE_SSCI	2002	2002_SCIE_SSCI	2003	2003_SCIE_SSCI	2004	2004_SCIE_SSCI	2005	2005_SCIE_SSCI	2006	2006_SCIE_SSCI	2007	2007_SCIE_SSCI	2008	2008_SCIE_SSCI	2009	2009_SCIE_SSCI	2010	2010_SCIE_SSCI	2011	2011_SCIE_SSCI	2012	2012_SCIE_SSCI	2013	2013_SCIE_SSCI	2014	2014_SCIE_SSCI	2015	2015_SCIE_SSCI	2016	2016_SCIE_SSCI	2017	2017_SCIE_SSCI
magnesium research	NA	NA	NA	322	NA	278	NA	291	NA	272	NA	280	NA	312	NA	347	NA	333	NA	281	NA	368	NA	431	NA	353	NA	407	NA	455	NA	428	NA	508	NA	537	NA	520	NA	603	670	670
materials science and engineering a-structural materials properties microst	NA	NA	NA	5385	NA	6309	NA	6584	NA	8134	NA	9246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
asm news	NA	NA	NA	455	NA	499	NA	482	NA	521	NA	416	NA	448	NA	472	NA	395	NA	354	NA	267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spectroscopy	NA	NA	NA	298	NA	295	NA	255	NA	272	NA	312	NA	267	NA	276	NA	246	NA	274	NA	286	NA	305	NA	327	NA	294	NA	317	NA	301	NA	351	NA	337	NA	401	NA	368	414	414
antitrust law journal	NA	NA	NA	275	NA	180	NA	338	NA	322	NA	422	NA	370	NA	321	NA	417	NA	286	NA	305	NA	275	NA	426	NA	403	NA	NA	NA	372	NA	379	NA	508	NA	484	NA	NA	375	375
journal of heart valve disease	NA	NA	NA	672	NA	827	NA	922	NA	1011	NA	1089	NA	1289	NA	1506	NA	1627	NA	1843	NA	1701	NA	1891	NA	2017	NA	1866	NA	1823	NA	1835	NA	1852	NA	2097	NA	1793	NA	NA	NA	NA
neuroimmunomodulation	NA	NA	NA	318	NA	470	NA	614	NA	659	NA	668	NA	640	NA	665	NA	636	NA	718	NA	667	NA	794	NA	979	NA	1019	NA	1104	NA	1159	NA	1252	NA	1302	NA	1291	NA	1407	1369	1369
ieee transactions on circuits and systems i-fundamental theory and applicat	NA	NA	NA	846	NA	1099	NA	1270	NA	1473	NA	1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zentralblatt fur bakteriologie-international journal of medical microbiolog	NA	NA	NA	1069	NA	1056	NA	916	NA	938	NA	869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
south african journal of geology	NA	NA	NA	281	NA	367	NA	261	NA	295	NA	414	NA	438	NA	516	NA	552	NA	548	NA	539	NA	593	NA	851	NA	695	NA	647	NA	586	NA	NA	NA	701	NA	740	NA	917	884	884
aquaculture international	NA	NA	NA	144	NA	214	NA	197	NA	205	NA	219	NA	355	NA	308	NA	337	NA	511	NA	588	NA	601	NA	664	NA	925	NA	1000	NA	1033	NA	1163	NA	1278	NA	1393	NA	1747	2121	2121
skin pharmacology and applied skin physiology	NA	NA	NA	371	NA	358	NA	392	NA	557	NA	495	NA	625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
canadian journal of veterinary research-revue canadienne de recherche veter	NA	NA	NA	733	NA	762	NA	791	NA	815	NA	785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of material culture	NA	NA	NA	22	NA	36	NA	49	NA	56	NA	55	NA	79	NA	61	NA	80	NA	112	NA	132	NA	134	NA	257	NA	259	NA	231	NA	266	NA	282	NA	337	NA	419	NA	474	591	591
in vivo	NA	NA	NA	568	NA	617	NA	775	NA	820	NA	853	NA	904	NA	849	NA	1027	NA	1206	NA	1232	NA	1358	NA	1520	NA	1608	NA	1673	NA	1919	NA	2059	NA	2085	NA	2170	NA	2263	2574	2574
reviews in inorganic chemistry	NA	NA	NA	108	NA	111	NA	116	NA	106	NA	128	NA	173	NA	137	NA	126	NA	142	NA	104	NA	90	NA	109	NA	102	NA	107	NA	112	NA	144	NA	135	NA	153	NA	152	196	196
canadian journal of experimental psychology-revue canadienne de psychologie	NA	NA	NA	161	NA	215	NA	250	NA	310	NA	339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
natural product letters	NA	NA	NA	298	NA	315	NA	314	NA	280	NA	272	NA	310	NA	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of natural toxins	NA	NA	NA	69	NA	93	NA	134	NA	148	NA	219	NA	169	NA	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
neuropathology	NA	NA	NA	142	NA	136	NA	198	NA	162	NA	264	NA	250	NA	395	NA	446	NA	530	NA	601	NA	852	NA	1011	NA	1173	NA	1258	NA	1289	NA	1393	NA	1406	NA	1500	NA	1547	1668	1668
journal of biomaterials applications	NA	NA	NA	182	NA	195	NA	224	NA	187	NA	236	NA	239	NA	280	NA	308	NA	316	NA	370	NA	477	NA	523	NA	633	NA	725	NA	836	NA	1115	NA	1372	NA	1432	NA	1740	2155	2155
high performance polymers	NA	NA	NA	223	NA	265	NA	261	NA	343	NA	348	NA	389	NA	384	NA	426	NA	501	NA	478	NA	522	NA	660	NA	714	NA	643	NA	696	NA	890	NA	944	NA	1006	NA	1142	1205	1205
current opinion in periodontology	NA	NA	NA	58	NA	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein and peptide letters	NA	NA	NA	129	NA	131	NA	138	NA	166	NA	216	NA	200	NA	261	NA	353	NA	487	NA	628	NA	890	NA	1262	NA	1495	NA	1787	NA	2058	NA	1936	NA	1683	NA	1803	NA	1818	1855	1855
journal of veterinary medicine series a-physiology pathology clinical medic	NA	NA	NA	498	NA	518	NA	607	NA	491	NA	564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
neuroimaging clinics of north america	NA	NA	NA	259	NA	344	NA	348	NA	364	NA	445	NA	417	NA	465	NA	535	NA	594	NA	595	NA	808	NA	798	NA	848	NA	844	NA	940	NA	838	NA	961	NA	967	NA	1017	1102	1102
comptes rendus de l academie des sciences serie iii-sciences de la vie-life	NA	NA	NA	2098	NA	2016	NA	2146	NA	2148	NA	1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of sports sciences	NA	NA	NA	417	NA	521	NA	749	NA	677	NA	897	NA	1085	NA	1114	NA	1599	NA	1935	NA	2295	NA	2987	NA	3579	NA	4417	NA	4696	NA	5683	NA	6288	NA	7385	NA	7895	NA	9174	10643	10643
information & management	NA	NA	NA	569	NA	508	NA	593	NA	579	NA	713	NA	938	NA	1013	NA	1230	NA	1466	NA	1833	NA	2919	NA	3276	NA	3273	NA	3282	NA	3091	NA	3384	NA	3661	NA	4415	NA	5783	6406	6406
bioseparation	NA	NA	NA	221	NA	237	NA	269	NA	335	NA	344	NA	295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
culture & psychology	NA	NA	NA	68	NA	95	NA	104	NA	199	NA	153	NA	137	NA	203	NA	198	NA	211	NA	235	NA	239	NA	393	NA	389	NA	353	NA	406	NA	430	NA	484	NA	524	NA	568	741	741
object oriented systems	NA	NA	NA	49	NA	NA	NA	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
international journal of supercomputer applications and high performance co	NA	NA	NA	114	NA	147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of thermal analysis and calorimetry	NA	NA	NA	1638	NA	2141	NA	2119	NA	2395	NA	2424	NA	3013	NA	3662	NA	3940	NA	4488	NA	5250	NA	6411	NA	6861	NA	7881	NA	8117	NA	9934	NA	11718	NA	11845	NA	12340	NA	13204	15600	15600
in vitro toxicology	NA	NA	NA	199	NA	156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
quimica analitica	NA	NA	NA	215	NA	176	NA	183	NA	189	NA	211	NA	196	NA	157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
receptors & signal transduction	NA	NA	NA	26	NA	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
comparative biochemistry and physiology a-molecular and integrative physiol	NA	NA	NA	4060	NA	4251	NA	4386	NA	4290	NA	4791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
thymus	NA	NA	NA	261	NA	241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of physiology-paris	NA	NA	NA	819	NA	958	NA	890	NA	931	NA	939	NA	923	NA	1079	NA	1076	NA	1114	NA	1315	NA	1367	NA	1469	NA	1542	NA	1507	NA	1605	NA	1661	NA	1636	NA	1620	NA	1629	NA	NA
catholic university law review	NA	NA	NA	199	NA	136	NA	195	NA	174	NA	164	NA	128	NA	188	NA	145	NA	166	NA	150	NA	136	NA	144	NA	116	NA	129	NA	139	NA	NA	NA	159	NA	161	NA	159	179	179
smart materials & structures	NA	NA	NA	267	NA	567	NA	844	NA	1037	NA	1296	NA	1662	NA	1856	NA	2310	NA	2667	NA	3629	NA	4504	NA	4735	NA	5660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
anales de quimica-international edition	NA	NA	NA	411	NA	312	NA	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
experimental and molecular pathology	NA	NA	NA	929	NA	878	NA	803	NA	828	NA	895	NA	1002	NA	998	NA	1219	NA	1232	NA	1335	NA	1421	NA	1609	NA	1916	NA	2112	NA	2280	NA	2581	NA	2704	NA	3054	NA	3355	3734	3734
materials science & engineering c-biomimetic materials sensors and systems	NA	NA	NA	148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of the world aquaculture society	NA	NA	NA	475	NA	534	NA	645	NA	630	NA	693	NA	937	NA	947	NA	824	NA	994	NA	1067	NA	910	NA	1192	NA	1354	NA	1470	NA	1570	NA	1621	NA	1551	NA	1808	NA	1908	2224	2224
folia geobotanica	NA	NA	NA	198	NA	283	NA	294	NA	348	NA	328	NA	382	NA	458	NA	466	NA	540	NA	574	NA	570	NA	651	NA	716	NA	828	NA	844	NA	894	NA	970	NA	939	NA	980	1035	1035
comparative biochemistry and physiology c-pharmacology toxicology & endocri	NA	NA	NA	1837	NA	1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
international journal of neuroscience	NA	NA	NA	1372	NA	1315	NA	1283	NA	1278	NA	1419	NA	1390	NA	1557	NA	1540	NA	1608	NA	1690	NA	1837	NA	2061	NA	1926	NA	1974	NA	2341	NA	2381	NA	2625	NA	2681	NA	2967	3237	3237
journal of animal physiology and animal nutrition-zeitschrift fur tierphysi	NA	NA	NA	430	NA	419	NA	431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of environmental science and health part b-pesticides food contamin	NA	NA	NA	364	NA	383	NA	442	NA	426	NA	501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
human and ecological risk assessment	NA	NA	NA	109	NA	297	NA	277	NA	382	NA	540	NA	558	NA	587	NA	748	NA	673	NA	885	NA	953	NA	984	NA	1108	NA	1169	NA	1170	NA	1303	NA	1408	NA	1597	NA	1763	1962	1962
sensors and materials	NA	NA	NA	202	NA	191	NA	230	NA	177	NA	202	NA	219	NA	225	NA	246	NA	229	NA	271	NA	251	NA	248	NA	244	NA	199	NA	181	NA	219	NA	201	NA	281	NA	384	408	408
springer tracts in modern physics	NA	NA	NA	357	NA	344	NA	357	NA	386	NA	437	NA	358	NA	342	NA	342	NA	341	NA	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
brain topography	NA	NA	NA	501	NA	714	NA	558	NA	643	NA	573	NA	668	NA	681	NA	689	NA	702	NA	735	NA	790	NA	880	NA	1000	NA	1174	NA	1430	NA	1488	NA	1776	NA	1877	NA	2155	2227	2227
otolaryngology-head and neck surgery	NA	NA	NA	3516	NA	4142	NA	4677	NA	4561	NA	4674	NA	5155	NA	5352	NA	5358	NA	6046	NA	6417	NA	7330	NA	8010	NA	8610	NA	8906	NA	9550	NA	10116	NA	10487	NA	11355	NA	12598	13273	13273
signal processing-image communication	NA	NA	NA	259	NA	332	NA	377	NA	309	NA	363	NA	438	NA	510	NA	559	NA	545	NA	617	NA	812	NA	784	NA	865	NA	847	NA	905	NA	955	NA	1113	NA	1208	NA	1970	1913	1913
childhood-a global journal of child research	NA	NA	NA	48	NA	54	NA	83	NA	95	NA	106	NA	114	NA	131	NA	126	NA	223	NA	209	NA	322	NA	325	NA	609	NA	578	NA	622	NA	589	NA	646	NA	781	NA	925	1409	1409
ieee transactions on computer-aided design of integrated circuits and syste	NA	NA	NA	1679	NA	1585	NA	1691	NA	1983	NA	2096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
organization	NA	NA	NA	99	NA	156	NA	169	NA	177	NA	230	NA	299	NA	361	NA	507	NA	516	NA	611	NA	814	NA	1092	NA	1154	NA	1296	NA	1439	NA	1603	NA	1571	NA	1957	NA	2301	2870	2870
arzneimittel-forschung-drug research	NA	NA	NA	3303	NA	3510	NA	3136	NA	3071	NA	3156	NA	2944	NA	2833	NA	2919	NA	2828	NA	2827	NA	2987	NA	2807	NA	2800	NA	2592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of animal breeding and genetics-zeitschrift fur tierzuchtung und zu	NA	NA	NA	358	NA	304	NA	290	NA	310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pediatric exercise science	NA	NA	NA	221	NA	233	NA	366	NA	342	NA	458	NA	416	NA	474	NA	580	NA	620	NA	667	NA	772	NA	809	NA	1009	NA	1183	NA	1166	NA	1267	NA	1398	NA	1421	NA	1454	1597	1597
journal of food lipids	NA	NA	NA	79	NA	92	NA	93	NA	107	NA	145	NA	110	NA	144	NA	179	NA	172	NA	208	NA	293	NA	422	NA	442	NA	462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
advances in computational mathematics	NA	NA	NA	127	NA	198	NA	284	NA	283	NA	408	NA	442	NA	488	NA	602	NA	710	NA	784	NA	948	NA	1162	NA	1098	NA	1077	NA	1175	NA	1450	NA	1393	NA	1536	NA	1584	1785	1785
letters in peptide science	NA	NA	NA	175	NA	295	NA	213	NA	257	NA	217	NA	270	NA	226	NA	294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ocular immunology and inflammation	NA	NA	NA	46	NA	86	NA	168	NA	187	NA	191	NA	253	NA	263	NA	315	NA	318	NA	446	NA	458	NA	471	NA	567	NA	680	NA	777	NA	970	NA	1047	NA	1252	NA	1442	1893	1893
pda journal of pharmaceutical science and technology	NA	NA	NA	88	NA	102	NA	119	NA	182	NA	175	NA	196	NA	201	NA	179	NA	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
international journal of applied electromagnetics and mechanics	NA	NA	NA	125	NA	135	NA	162	NA	130	NA	141	NA	176	NA	203	NA	246	NA	223	NA	242	NA	285	NA	330	NA	267	NA	255	NA	434	NA	717	NA	804	NA	894	NA	962	1304	1304
journal of mathematical imaging and vision	NA	NA	NA	124	NA	154	NA	170	NA	259	NA	172	NA	277	NA	296	NA	458	NA	437	NA	671	NA	804	NA	1074	NA	1063	NA	1139	NA	1207	NA	1354	NA	1566	NA	1673	NA	2017	2049	2049
contributions to nephrology	NA	NA	NA	922	NA	1021	NA	822	NA	857	NA	744	NA	793	NA	699	NA	790	NA	773	NA	938	NA	1049	NA	1085	NA	948	NA	1142	NA	1279	NA	1398	NA	1330	NA	1268	NA	1239	1362	1362
aquatic conservation-marine and freshwater ecosystems	NA	NA	NA	233	NA	284	NA	342	NA	311	NA	488	NA	441	NA	567	NA	704	NA	779	NA	887	NA	1201	NA	1328	NA	1717	NA	1782	NA	2097	NA	2078	NA	2369	NA	2595	NA	2879	3232	3232
drugs of today	NA	NA	NA	206	NA	228	NA	273	NA	382	NA	280	NA	360	NA	507	NA	592	NA	670	NA	703	NA	793	NA	851	NA	895	NA	920	NA	950	NA	839	NA	979	NA	850	NA	891	908	908
autonomous robots	NA	NA	NA	47	NA	104	NA	141	NA	192	NA	236	NA	378	NA	516	NA	413	NA	686	NA	796	NA	1134	NA	1215	NA	1319	NA	1089	NA	1240	NA	1343	NA	1350	NA	1419	NA	2722	2537	2537
wood and fiber science	NA	NA	NA	573	NA	602	NA	585	NA	712	NA	707	NA	717	NA	888	NA	890	NA	1005	NA	1027	NA	1241	NA	1173	NA	1334	NA	1286	NA	1397	NA	1487	NA	1632	NA	1479	NA	1420	1559	1559
international journal of biological markers	NA	NA	NA	246	NA	251	NA	296	NA	396	NA	424	NA	428	NA	496	NA	459	NA	465	NA	541	NA	603	NA	585	NA	578	NA	577	NA	634	NA	688	NA	753	NA	717	NA	782	810	810
journal of automatic chemistry	NA	NA	NA	111	NA	113	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
molecular crystals and liquid crystals science and technology section c-mol	NA	NA	NA	133	NA	125	NA	134	NA	132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
crime and justice-a review of research	NA	NA	NA	130	NA	175	NA	172	NA	156	NA	243	NA	213	NA	257	NA	366	NA	439	NA	NA	NA	540	NA	677	NA	772	NA	700	NA	858	NA	864	NA	975	NA	1173	NA	1409	1643	1643
journal of avian medicine and surgery	NA	NA	NA	43	NA	61	NA	69	NA	93	NA	110	NA	98	NA	114	NA	158	NA	155	NA	119	NA	190	NA	254	NA	252	NA	289	NA	274	NA	339	NA	323	NA	416	NA	397	518	518
k-theory	NA	NA	NA	207	NA	196	NA	272	NA	274	NA	270	NA	295	NA	373	NA	350	NA	411	NA	352	NA	340	NA	532	NA	379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ieee transactions on circuits and systems ii-analog and digital signal proc	NA	NA	NA	623	NA	733	NA	836	NA	1068	NA	1153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
trace elements and electrolytes	NA	NA	NA	185	NA	182	NA	170	NA	214	NA	180	NA	197	NA	206	NA	189	NA	202	NA	208	NA	204	NA	226	NA	225	NA	218	NA	222	NA	234	NA	215	NA	219	NA	202	226	226
journal of veterinary medicine series b-infectious diseases and veterinary	NA	NA	NA	635	NA	656	NA	725	NA	790	NA	746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
glass physics and chemistry	NA	NA	NA	182	NA	177	NA	212	NA	186	NA	151	NA	228	NA	218	NA	223	NA	287	NA	289	NA	340	NA	397	NA	400	NA	399	NA	398	NA	586	NA	598	NA	683	NA	772	846	846
neurosurgery quarterly	NA	NA	NA	69	NA	88	NA	97	NA	81	NA	69	NA	66	NA	91	NA	78	NA	69	NA	57	NA	108	NA	101	NA	98	NA	109	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
newsletters on stratigraphy	NA	NA	NA	154	NA	211	NA	150	NA	168	NA	151	NA	NA	NA	208	NA	197	NA	274	NA	239	NA	194	NA	275	NA	290	NA	280	NA	298	NA	296	NA	397	NA	427	NA	523	618	618
metallurgical and materials transactions b-process metallurgy and materials	NA	NA	NA	378	NA	440	NA	686	NA	852	NA	2128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of russian laser research	NA	NA	NA	65	NA	61	NA	112	NA	80	NA	115	NA	112	NA	93	NA	121	NA	115	NA	135	NA	148	NA	240	NA	287	NA	283	NA	292	NA	324	NA	307	NA	352	NA	306	373	373
petroleum geoscience	NA	NA	NA	34	NA	111	NA	139	NA	173	NA	189	NA	165	NA	260	NA	326	NA	278	NA	318	NA	363	NA	481	NA	477	NA	474	NA	512	NA	593	NA	744	NA	754	NA	942	1154	1154
microgravity science and technology	NA	NA	NA	123	NA	188	NA	130	NA	NA	NA	165	NA	152	NA	150	NA	140	NA	150	NA	160	NA	189	NA	234	NA	322	NA	345	NA	298	NA	386	NA	459	NA	486	NA	636	679	679
numerical algorithms	NA	NA	NA	197	NA	197	NA	297	NA	274	NA	323	NA	345	NA	326	NA	491	NA	470	NA	527	NA	723	NA	842	NA	886	NA	969	NA	1093	NA	1259	NA	1533	NA	1807	NA	2153	2468	2468
ieee transactions on components packaging and manufacturing technology part	NA	NA	NA	192	NA	326	NA	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
revista matematica iberoamericana	NA	NA	NA	149	NA	186	NA	239	NA	267	NA	314	NA	343	NA	379	NA	367	NA	444	NA	578	NA	498	NA	679	NA	714	NA	638	NA	727	NA	813	NA	921	NA	1025	NA	1172	1138	1138
bulletin of the veterinary institute in pulawy	NA	NA	NA	40	NA	43	NA	53	NA	58	NA	54	NA	73	NA	69	NA	122	NA	153	NA	130	NA	253	NA	237	NA	383	NA	461	NA	461	NA	455	NA	475	NA	554	NA	580	641	641
applied composite materials	NA	NA	NA	65	NA	85	NA	80	NA	122	NA	116	NA	128	NA	145	NA	161	NA	172	NA	230	NA	320	NA	322	NA	388	NA	411	NA	484	NA	694	NA	784	NA	798	NA	983	1182	1182
pacific review	NA	NA	NA	84	NA	74	NA	115	NA	103	NA	71	NA	121	NA	95	NA	103	NA	113	NA	123	NA	255	NA	559	NA	255	NA	272	NA	338	NA	285	NA	367	NA	336	NA	459	853	853
german journal of ophthalmology	NA	NA	NA	259	NA	279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tierarztliche praxis	NA	NA	NA	395	NA	398	NA	NA	NA	NA	NA	NA	NA	692	NA	551	NA	602	NA	584	NA	602	NA	553	NA	607	NA	507	NA	462	NA	565	NA	516	NA	480	NA	475	NA	495	579	579
heterocyclic communications	NA	NA	NA	111	NA	155	NA	183	NA	191	NA	192	NA	240	NA	309	NA	292	NA	375	NA	400	NA	411	NA	425	NA	367	NA	321	NA	355	NA	370	NA	380	NA	412	NA	401	495	495
international journal of refractory metals & hard materials	NA	NA	NA	64	NA	130	NA	161	NA	304	NA	266	NA	318	NA	370	NA	513	NA	565	NA	800	NA	941	NA	1263	NA	1285	NA	1629	NA	2012	NA	2603	NA	2968	NA	3797	NA	4252	5279	5279
journal of cold regions engineering	NA	NA	NA	26	NA	29	NA	40	NA	47	NA	45	NA	37	NA	44	NA	51	NA	67	NA	92	NA	110	NA	132	NA	101	NA	104	NA	95	NA	147	NA	151	NA	160	NA	197	290	290
annales de biologie clinique	NA	NA	NA	404	NA	391	NA	419	NA	424	NA	417	NA	426	NA	423	NA	399	NA	400	NA	435	NA	486	NA	431	NA	452	NA	450	NA	469	NA	452	NA	437	NA	425	NA	474	501	501
computer speech and language	NA	NA	NA	185	NA	170	NA	208	NA	230	NA	216	NA	244	NA	275	NA	335	NA	383	NA	441	NA	461	NA	636	NA	626	NA	605	NA	682	NA	870	NA	954	NA	799	NA	1266	1211	1211
upsala journal of medical sciences	NA	NA	NA	149	NA	168	NA	147	NA	183	NA	187	NA	201	NA	215	NA	177	NA	207	NA	229	262	262	259	259	271	271	347	347	431	431	513	513	628	628	680	680	789	789	884	884
journal of vlsi signal processing systems for signal image and video techno	NA	NA	NA	138	NA	155	NA	178	NA	232	NA	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
